,,vs mejor embedding,,,,,,,,,,,,,,,,,,,,
W2V+FT+PDC,[1 1 1],,,0.609,0.549,0.4309351968,0.6849153504,0.7019973277,0.7938201631,0.7845162975,0.7908410065,0.7808021809,0.7186148147,0.8033847055,0.7767838976,0.7059926112,0.78731519,0.363796453,0.830087951,0.4794016462,0.3291389332,0.5156286163
W2V+jointcHYB+UKB,[1 1 1],,,0.646,0.599,0.5345288593,0.6006891212,0.694743856,0.7716338175,0.7738067955,0.7727817736,0.7523074854,0.6557071194,0.8152722014,0.7637493317,0.6675142254,0.8497994818,0.3079966997,0.8737065136,0.7719924151,0.5407183994,0.4065976226
W2V+jointcHYB+LEXVEC,[1 1 1],,,0.660,0.608,0.5353736804,0.6415662165,0.7031331709,0.784491563,0.7905059216,0.7867707652,0.761175333,0.6816560094,0.8266367996,0.770837924,0.6775731644,0.8706057237,0.3170848236,0.8679203777,0.8208555686,0.5518769887,0.403585278
W2V+jointcHYB+PDC,[1 1 1],,,0.658,0.604,0.510857264,0.6454546197,0.7231263988,0.7940289332,0.7977133421,0.7954225137,0.7906001908,0.7252599832,0.8339473263,0.7833732225,0.7210693939,0.8431991823,0.3944555477,0.8699232709,0.7095497803,0.4964827423,0.462843631
W2V+UKB+LEXVEC,[1 1 1],,,0.655,0.617,0.5352411007,0.6406539559,0.7145364546,0.7895749379,0.7857065067,0.7885699658,0.7358521104,0.6477252683,0.7839506975,0.7709350969,0.639071527,0.8244910488,0.3243629648,0.8717036204,0.7428255277,0.5260607211,0.5016708343
W2V+UKB+PDC,[1 1 1],,,0.630,0.569,0.4655050802,0.6748274329,0.7042451742,0.7930506297,0.7771348389,0.7880004026,0.7642365887,0.6906153448,0.7846113132,0.779229973,0.6662106361,0.7905060632,0.3770676479,0.8714810767,0.6078787488,0.3953057631,0.49626187
W2V+LEXVEC+PDC,[1 1 1],,,0.601,0.533,0.4239422151,0.667997408,0.6846156318,0.7776062456,0.7717133668,0.7757207044,0.7615564554,0.7003965619,0.7939001005,0.7558800057,0.6826570127,0.7982865486,0.4098906773,0.8120619124,0.475905559,0.3132427159,0.4889429814
FT+jointcHYB+UKB,[1 1 1],,,0.654,0.608,0.5390356311,0.6021331532,0.7054810898,0.7819050503,0.7858513016,0.7837993186,0.7643582642,0.6662596005,0.8330786992,0.7716387624,0.6818619582,0.8626941065,0.2960709252,0.8779348436,0.7872406078,0.5397780863,0.4338165309
FT+jointcHYB+LEXVEC,[1 1 1],,,0.666,0.615,0.5441496638,0.6444022455,0.7114945089,0.7924415308,0.8004740745,0.7955128886,0.7697857797,0.6820110833,0.8399186896,0.7821853681,0.6852281888,0.8830413873,0.308398918,0.8754868631,0.8170749798,0.549544044,0.4256139672
FT+jointcHYB+PDC,[1 1 1],,,0.660,0.606,0.5198717224,0.6426617415,0.7272348675,0.7969111324,0.8027675605,0.7986046994,0.7852213727,0.7124896963,0.8358036492,0.7891365781,0.7090310693,0.8552633058,0.3664350055,0.878379931,0.7183939509,0.492138825,0.4755562545
FT+UKB+LEXVEC,[1 1 1],,,0.685,0.640,0.5365642138,0.6618811495,0.7529400143,0.8181289919,0.8181660744,0.8185244115,0.7715304309,0.7062074755,0.8060207127,0.7542749782,0.7383138252,0.8529466444,0.4749173199,0.8554579313,0.7373379291,0.5278875977,0.5490465354
FT+UKB+PDC,[1 1 1],,,0.639,0.578,0.472009882,0.7078211138,0.7230510827,0.803288353,0.7847247102,0.7976839246,0.773186008,0.7054515843,0.7937351259,0.7852814964,0.6760648111,0.817868894,0.3464367085,0.8754868631,0.5978938361,0.3932114479,0.5202236984
FT+LEXVEC+PDC,[1 1 1],,,0.607,0.547,0.4357019163,0.6972829041,0.7026798731,0.7935308362,0.7837646731,0.7905041642,0.7735519891,0.7020500739,0.7978501663,0.7712467202,0.6940247914,0.7920796445,0.3374672391,0.8234116404,0.4848126482,0.3220564269,0.5192350979
jointcHYB+UKB+LEXVEC,[1 1 1],,,0.641,0.594,0.5325735401,0.5996730446,0.6909167657,0.7688790506,0.774145618,0.7711672312,0.7548544851,0.6615499034,0.8221803335,0.7691792839,0.6613750548,0.8421938387,0.2980196732,0.8583509992,0.7733273842,0.5410768368,0.3880139246
jointcHYB+UKB+PDC,[1 1 1],,,0.656,0.598,0.5161768885,0.6404181489,0.723453022,0.7931650756,0.7909299239,0.7927466055,0.7801118228,0.7007752574,0.822115061,0.785445685,0.6909885834,0.8638524372,0.3442948958,0.8966285133,0.7250961526,0.4951018769,0.4383524253
jointcHYB+LEXVEC+PDC,[1 1 1],,,0.659,0.604,0.5146098299,0.6419916336,0.7195530768,0.7915535326,0.7970946664,0.7934521506,0.7854532653,0.7182256207,0.8342880347,0.7832559449,0.7145641983,0.8610112487,0.3820370558,0.8636920477,0.7232113293,0.5000042071,0.4608896538
UKB+LEXVEC+PDC,[1 1 1],,,0.633,0.570,0.4676471304,0.6819447921,0.7035242441,0.7924495433,0.7742368237,0.7869214417,0.7672865226,0.6957191102,0.7822514591,0.7897162645,0.6620020978,0.8161204703,0.3805347702,0.8561255623,0.6079279895,0.3959454566,0.4956755831
GLOVE+W2V+FT+jointcHYB,[1 1 1 1],,,0.669,0.615,0.5417486588,0.6395447241,0.7135994995,0.7930590629,0.7999417609,0.7955672198,0.7753327882,0.6916434468,0.8348216917,0.7883039073,0.6943015603,0.8812273977,0.325111091,0.8972961444,0.813031774,0.5478045933,0.4285714948
GLOVE+W2V+FT+UKB,[1 1 1 1],,,0.678,0.632,0.5280413837,0.6506147051,0.7384495925,0.8106862722,0.8093693055,0.8105123938,0.7705227891,0.7027849682,0.8020591704,0.7576106878,0.7245556327,0.8397679008,0.4641117236,0.8779348436,0.7227873125,0.51823848,0.5423578114
GLOVE+W2V+FT+LEXVEC,[1 1 1 1],,,0.654,0.596,0.4718195161,0.7076941994,0.7177496913,0.81100256,0.8200032735,0.8142759781,0.7667662647,0.7059502626,0.7995357763,0.7329756933,0.7325856828,0.825758656,0.4821150175,0.8550128439,0.5806048914,0.4043120348,0.573040502
GLOVE+W2V+FT+PDC,[1 1 1 1],,,0.608,0.548,0.4309147712,0.6848051887,0.7019785674,0.7939221748,0.784457467,0.7908956891,0.7808747496,0.7186204389,0.8034758002,0.7767319604,0.7059438578,0.78731519,0.3627969404,0.830087951,0.4790788463,0.3291262697,0.5132859057
GLOVE+W2V+jointcHYB+UKB,[1 1 1 1],,,0.646,0.599,0.5344678413,0.602297888,0.6947450997,0.7720692364,0.7743806667,0.7732334495,0.75244362,0.6565586218,0.814576439,0.7628965561,0.6683670338,0.8497994818,0.3047769417,0.8737065136,0.7719924151,0.5407150375,0.4101481293
GLOVE+W2V+jointcHYB+LEXVEC,[1 1 1 1],,,0.659,0.607,0.5353180788,0.6420124475,0.703177342,0.7849916234,0.7908266422,0.7871786638,0.7608970618,0.6818656042,0.8259883777,0.770238133,0.6779976935,0.8706057237,0.316437252,0.8625793292,0.821074416,0.5518534748,0.3973430997
GLOVE+W2V+jointcHYB+PDC,[1 1 1 1],,,0.658,0.604,0.5108685661,0.6451776925,0.7231745106,0.7941446613,0.7978314967,0.7955520404,0.7906177874,0.7252914786,0.8339817558,0.7836848458,0.7210693939,0.8431991823,0.3940794735,0.8699232709,0.7095497803,0.4963978638,0.4638338701
GLOVE+W2V+UKB+LEXVEC,[1 1 1 1],,,0.655,0.617,0.5352979541,0.6460176119,0.7144426007,0.7909168691,0.7877845981,0.7900895127,0.7378234707,0.6556085086,0.7808735625,0.7733828476,0.6406901379,0.8244910488,0.3198279528,0.8717036204,0.742937687,0.5260445139,0.5003683694
GLOVE+W2V+UKB+PDC,[1 1 1 1],,,0.632,0.571,0.4655000911,0.6789869252,0.704198424,0.7932305634,0.7774176151,0.7882465193,0.7656571358,0.6937461442,0.7848257802,0.7796287167,0.6688275653,0.7915114068,0.3805991251,0.8754868631,0.6080237352,0.395255437,0.5023901524
GLOVE+W2V+LEXVEC+PDC,[1 1 1 1],,,0.601,0.533,0.423972271,0.6685271486,0.6845620608,0.7775932045,0.771621993,0.7756787459,0.7616591702,0.7006361525,0.7938097231,0.7564596921,0.6825977586,0.7982209828,0.4076945651,0.8120619124,0.475905559,0.313220036,0.4893489998
GLOVE+FT+jointcHYB+UKB,[1 1 1 1],,,0.654,0.606,0.5390570798,0.6023867281,0.7054530213,0.7819047668,0.7858609227,0.7837885827,0.7641009997,0.6656424394,0.8334308841,0.7715717466,0.6815956899,0.8626941065,0.3065205583,0.8779348436,0.7872406078,0.5397676103,0.4249893632
GLOVE+FT+jointcHYB+LEXVEC,[1 1 1 1],,,0.665,0.614,0.5441701435,0.6444316897,0.7115446106,0.7924446631,0.8004375946,0.795517654,0.7696171801,0.6816616336,0.8394840174,0.7821150016,0.685348197,0.8830413873,0.308398918,0.8754868631,0.8176056847,0.5495350961,0.419796487
GLOVE+FT+jointcHYB+PDC,[1 1 1 1],,,0.660,0.605,0.5198846132,0.6426295053,0.7272378,0.7969030398,0.8027625068,0.7986027935,0.7852045946,0.7123974596,0.8358689218,0.7892639081,0.709027319,0.8552633058,0.3664350055,0.878379931,0.7179206934,0.4921923825,0.4710024507
GLOVE+FT+UKB+LEXVEC,[1 1 1 1],,,0.684,0.639,0.5365922885,0.6645455903,0.7527689852,0.8181458539,0.8181686312,0.8185247393,0.7717301314,0.7068475084,0.8070177331,0.7538142448,0.739741923,0.8525095385,0.4686024916,0.8554579313,0.7380136204,0.5278631302,0.5406141212
GLOVE+FT+UKB+PDC,[1 1 1 1],,,0.639,0.577,0.4720083233,0.7065471471,0.7231047845,0.8032866957,0.7847064042,0.7976824831,0.7735218431,0.706044374,0.7942422435,0.7857824392,0.6758315451,0.817868894,0.3519068783,0.8754868631,0.5981974869,0.3931799501,0.5156893333
GLOVE+FT+LEXVEC+PDC,[1 1 1 1],,,0.607,0.547,0.4356245771,0.6971839109,0.7027046424,0.7935424083,0.7837714013,0.7905069556,0.7735253897,0.7019885828,0.7979513029,0.7713170867,0.6940000397,0.792407474,0.3377849916,0.8234116404,0.4848126482,0.322048389,0.5171091956
GLOVE+jointcHYB+UKB+LEXVEC,[1 1 1 1],,,0.643,0.596,0.5325214366,0.6024610999,0.690748355,0.7688588374,0.7741142458,0.7711527824,0.7548917243,0.662046332,0.8220827833,0.7682125815,0.6629464125,0.8421938387,0.3038116176,0.8583509992,0.7736748045,0.5410698243,0.3988803991
GLOVE+jointcHYB+UKB+PDC,[1 1 1 1],,,0.659,0.601,0.5161596826,0.6388340035,0.7233999485,0.7931592276,0.7909325047,0.7927356164,0.780177162,0.7011768246,0.8230080757,0.7850218103,0.6915991252,0.8638524372,0.3572704601,0.8966285133,0.7249046611,0.4951275581,0.4564327528
GLOVE+jointcHYB+LEXVEC+PDC,[1 1 1 1],,,0.659,0.603,0.5145920884,0.6422365783,0.7195802551,0.7915542993,0.7970979915,0.7934543768,0.7854191635,0.7181952501,0.8342880347,0.7832559449,0.714516195,0.8610112487,0.3820370558,0.8636920477,0.7232113293,0.5000529576,0.4585342339
GLOVE+UKB+LEXVEC+PDC,[1 1 1 1],,,0.632,0.570,0.4675879841,0.6817691426,0.7035298604,0.7924332357,0.7741786768,0.7869144988,0.767216682,0.695713861,0.7820405785,0.7896777304,0.6619345931,0.8161204703,0.3639573404,0.8561255623,0.6081906063,0.3959394495,0.4994025257
W2V+FT+jointcHYB+UKB,[1 1 1 1],,,0.656,0.609,0.5356782106,0.6067987801,0.7076421519,0.7834848731,0.7875996778,0.7852282884,0.7670517654,0.675982701,0.8261504832,0.7735805441,0.6909578313,0.8583449026,0.31190224,0.8806053679,0.7841822153,0.5391923593,0.4395377499
W2V+FT+jointcHYB+LEXVEC,[1 1 1 1],,,0.670,0.617,0.5384231645,0.6506938996,0.7151230384,0.7941227968,0.8023136144,0.7970552441,0.7731382653,0.6909940403,0.8349242628,0.7840115476,0.6927099513,0.8737091758,0.3258753059,0.8979637754,0.8177588779,0.5460783712,0.4377167691
W2V+FT+jointcHYB+PDC,[1 1 1 1],,,0.661,0.607,0.5113326854,0.6464549589,0.7275035602,0.798064961,0.802223435,0.7995334315,0.7882482537,0.7177471895,0.8334480988,0.7882502947,0.7172403816,0.8489908358,0.3827851819,0.8895071153,0.7042317884,0.4900955345,0.4835692644
W2V+FT+UKB+LEXVEC,[1 1 1 1],,,0.677,0.632,0.5264517871,0.6624710476,0.7410064539,0.8145101498,0.8143707546,0.814761532,0.7712685286,0.7058002841,0.795392762,0.7624291212,0.7236428202,0.8327523507,0.4659860612,0.8570157371,0.711773817,0.5116594876,0.5483881835
W2V+FT+UKB+PDC,[1 1 1 1],,,0.635,0.578,0.4640395657,0.6870972626,0.7182957302,0.8027490138,0.7848657742,0.7971235727,0.774613921,0.7076093987,0.7920545368,0.7860655808,0.6869135542,0.8027668844,0.37720038,0.8701458146,0.5783097293,0.3970915987,0.5206342282
W2V+FT+LEXVEC+PDC,[1 1 1 1],,,0.609,0.550,0.4292299555,0.6879907399,0.6982867661,0.7928800152,0.7846837048,0.7902295656,0.7760178264,0.7107949402,0.796327379,0.7731566694,0.7028783978,0.7951175307,0.3735039932,0.8211862035,0.4722836345,0.332058764,0.5210847091
W2V+jointcHYB+UKB+LEXVEC,[1 1 1 1],,,0.645,0.601,0.5307311393,0.6064337743,0.6976402751,0.7745602815,0.778683806,0.7764065079,0.7543452761,0.6620257099,0.8180631413,0.7654314274,0.6651973166,0.8442263812,0.3072887954,0.8536775818,0.7721182523,0.5397846612,0.4173905356
W2V+jointcHYB+UKB+PDC,[1 1 1 1],,,0.658,0.601,0.5090808281,0.6376971043,0.7244248139,0.7952999225,0.7907060629,0.7939152697,0.7795754688,0.701542772,0.8215842731,0.7813811789,0.6967107253,0.8499961794,0.3782702808,0.8964059696,0.7084473365,0.492944961,0.4623241418
W2V+jointcHYB+LEXVEC+PDC,[1 1 1 1],,,0.659,0.605,0.5067200123,0.6483528368,0.7211530184,0.7940439917,0.798458125,0.795601415,0.7892754018,0.7252839797,0.8338591008,0.7820412842,0.7216491837,0.8553070164,0.3920905037,0.8723712515,0.7060837846,0.4967670903,0.4705244191
W2V+UKB+LEXVEC+PDC,[1 1 1 1],,,0.633,0.571,0.4636276117,0.6724972847,0.7011459002,0.7929714007,0.7764906548,0.7876670388,0.763087356,0.691010163,0.7805651318,0.7808634822,0.6659863707,0.8071379436,0.3939125529,0.8714810767,0.597800826,0.3970616835,0.5036576464
FT+jointcHYB+UKB+LEXVEC,[1 1 1 1],,,0.655,0.609,0.5343260298,0.6101698802,0.7083910718,0.7837841143,0.7903019811,0.7866656245,0.7660138412,0.6698857036,0.8343913232,0.7747114351,0.6856362167,0.8640928455,0.2964731436,0.8814955426,0.7856129302,0.538803841,0.4376423501
FT+jointcHYB+UKB+PDC,[1 1 1 1],,,0.660,0.605,0.5147248065,0.6419083777,0.7321914907,0.7972356187,0.7957578384,0.7971994623,0.7778810156,0.6956819905,0.8276058461,0.7816894515,0.6928742125,0.8572302825,0.3514986266,0.8984088628,0.7225055464,0.4909065549,0.4775963878
FT+jointcHYB+LEXVEC+PDC,[1 1 1 1],,,0.661,0.607,0.5164318292,0.646896621,0.7265606353,0.7964857944,0.8035911191,0.798452915,0.7850721429,0.7142260714,0.8356121352,0.7818335354,0.7139394055,0.8653167421,0.3684139198,0.8786024747,0.7148540942,0.4930519799,0.4795989861
FT+UKB+LEXVEC+PDC,[1 1 1 1],,,0.639,0.580,0.4686425315,0.7069037766,0.7205708073,0.8032150358,0.7846342847,0.7975853567,0.7732269302,0.7052674858,0.7902426853,0.7879503991,0.6799823294,0.8261083407,0.3567073544,0.8743741446,0.5888335537,0.3968066734,0.5245839898
jointcHYB+UKB+LEXVEC+PDC,[1 1 1 1],,,0.657,0.601,0.5126359266,0.6435839015,0.7222098667,0.7935054238,0.7916827014,0.7932101636,0.779726199,0.7018648506,0.8241263166,0.7870557387,0.6917228837,0.8675459823,0.3518465455,0.8935129017,0.7172696224,0.4957037333,0.4537438291
GLOVE+W2V+FT+jointcHYB+UKB,[1 1 1 1 1],,,0.655,0.609,0.5356686176,0.6086095946,0.7076680471,0.7836540915,0.7877146873,0.785385253,0.7671707127,0.6759613291,0.8263133059,0.7734766697,0.6913013548,0.8583449026,0.3063536377,0.8806053679,0.7834901104,0.5391861318,0.4367710727
GLOVE+W2V+FT+jointcHYB+LEXVEC,[1 1 1 1 1],,,0.670,0.616,0.5383631275,0.6513002966,0.7151187574,0.7942486461,0.8024538922,0.7971753628,0.7732491646,0.691232506,0.8349952737,0.7839713382,0.6929514678,0.8737091758,0.3252317565,0.8979637754,0.8177069016,0.5460807577,0.432889706
GLOVE+W2V+FT+jointcHYB+PDC,[1 1 1 1 1],,,0.661,0.606,0.5112698499,0.646783921,0.7274927858,0.798173978,0.8022082801,0.7995892495,0.7883760675,0.7178255533,0.8337637024,0.7884680959,0.7176169074,0.8489908358,0.3813613289,0.8895071153,0.7042317884,0.4900076849,0.479609366
GLOVE+W2V+FT+UKB+LEXVEC,[1 1 1 1 1],,,0.676,0.632,0.5263768913,0.6630226176,0.7409405244,0.8146647425,0.8144714675,0.8148867231,0.7726486991,0.708191315,0.7953418351,0.7633924728,0.7262027456,0.8327523507,0.4575756753,0.8570157371,0.7119926644,0.5116403119,0.5478079198
GLOVE+W2V+FT+UKB+PDC,[1 1 1 1 1],,,0.635,0.578,0.4640560614,0.6883714831,0.7182863173,0.8027949343,0.784794741,0.7971327854,0.7758211269,0.7092494127,0.7926556182,0.7868228589,0.6890639515,0.8027668844,0.3719514303,0.8701458146,0.5783097293,0.3970648681,0.5203653797
GLOVE+W2V+FT+LEXVEC+PDC,[1 1 1 1 1],,,0.609,0.550,0.4292452356,0.6877612787,0.698277471,0.7929614145,0.7846647146,0.7902769811,0.7759593076,0.7107375735,0.7962169177,0.7728249414,0.7025528755,0.7951175307,0.3733632168,0.8211862035,0.4722562786,0.3320532138,0.5189748699
GLOVE+W2V+jointcHYB+UKB+LEXVEC,[1 1 1 1 1],,,0.645,0.601,0.5306922199,0.6081318889,0.6976827705,0.7749793394,0.7791568443,0.776841176,0.7543541426,0.663331647,0.8173989392,0.7648165577,0.6665789113,0.8442263812,0.3007366582,0.8536775818,0.7721182523,0.5397641822,0.4133700785
GLOVE+W2V+jointcHYB+UKB+PDC,[1 1 1 1 1],,,0.657,0.602,0.5090338625,0.6388576095,0.7244633426,0.7953837473,0.7909169236,0.7940508447,0.7801010466,0.7028232127,0.8215742312,0.7814414931,0.6975320316,0.8502147324,0.3713722359,0.8964059696,0.7084473365,0.4929251364,0.4654121613
GLOVE+W2V+jointcHYB+LEXVEC+PDC,[1 1 1 1 1],,,0.659,0.604,0.5067180624,0.6486191031,0.7211765179,0.7941753807,0.7985893098,0.7957391495,0.7891717321,0.7251647469,0.8337393148,0.7821384571,0.7215389261,0.8553070164,0.3887561135,0.8723712515,0.7061850015,0.4967050824,0.4671941602
GLOVE+W2V+UKB+LEXVEC+PDC,[1 1 1 1 1],,,0.632,0.571,0.4636954121,0.6743951625,0.7009722397,0.7931334604,0.776843894,0.7878906815,0.7641063196,0.6934919308,0.781081574,0.7815554199,0.6677212395,0.8071379436,0.3822944755,0.8714810767,0.597800826,0.3970161474,0.5056530013
GLOVE+FT+jointcHYB+UKB+LEXVEC,[1 1 1 1 1],,,0.655,0.607,0.5342879169,0.6106739841,0.7083538,0.7837818021,0.7902763827,0.7866544917,0.7658627018,0.6696022444,0.8345706434,0.774515414,0.6852536905,0.863174923,0.3026311067,0.8814955426,0.7857497098,0.5388028799,0.4288661887
GLOVE+FT+jointcHYB+UKB+PDC,[1 1 1 1 1],,,0.660,0.604,0.5147255829,0.6414672233,0.7322123326,0.7972316957,0.7957407928,0.7971936091,0.7779535843,0.6959680744,0.8280742305,0.7817078808,0.6928997143,0.8572302825,0.3529164463,0.8984088628,0.7227189227,0.490973232,0.470589899
GLOVE+FT+jointcHYB+LEXVEC+PDC,[1 1 1 1 1],,,0.661,0.606,0.516447368,0.6468961133,0.726610174,0.796488814,0.80363084,0.7984626717,0.7851069268,0.7141788282,0.8357685024,0.7818435877,0.7141126674,0.8653167421,0.3682932543,0.8786024747,0.71446564,0.4930735877,0.4753722575
GLOVE+FT+UKB+LEXVEC+PDC,[1 1 1 1 1],,,0.639,0.579,0.4686455526,0.7073525459,0.7205810057,0.8031982946,0.7846692041,0.7975780246,0.7727942458,0.7045985821,0.7901508734,0.7879235928,0.6789090059,0.8261083407,0.3563614466,0.8743741446,0.5888554384,0.3967973964,0.5201492896
GLOVE+jointcHYB+UKB+LEXVEC+PDC,[1 1 1 1 1],,,0.659,0.602,0.5125691433,0.6403011338,0.7221772816,0.7935094255,0.7916741126,0.7932105429,0.7799252175,0.7021516843,0.8248658331,0.78701888,0.6919448989,0.8675459823,0.3627788406,0.8935129017,0.7172696224,0.4957193829,0.4603445241
W2V+FT+jointcHYB+UKB+LEXVEC,[1 1 1 1 1],,,0.657,0.610,0.5319618498,0.6145471576,0.7109039061,0.7856694021,0.791788936,0.7881641206,0.7679094954,0.677705578,0.8279415335,0.7747717493,0.6914266134,0.859481378,0.3122059148,0.878379931,0.7858454556,0.5378692347,0.4427752204
W2V+FT+jointcHYB+UKB+PDC,[1 1 1 1 1],,,0.662,0.605,0.5080789996,0.6412514688,0.7316285749,0.7980009013,0.7952044339,0.7973134014,0.7784136866,0.6975079777,0.8231163851,0.7825924889,0.6969154894,0.8513512078,0.3842814342,0.9050851734,0.7104142275,0.4894870047,0.4799531625
W2V+FT+jointcHYB+LEXVEC+PDC,[1 1 1 1 1],,,0.662,0.607,0.5075348269,0.6534532724,0.72578366,0.7977932543,0.8032869999,0.7996097101,0.7870390018,0.7188521555,0.8333426585,0.7829828557,0.7187817372,0.8522909855,0.3862020269,0.8868365911,0.7065023302,0.4905707316,0.4867593237
W2V+FT+UKB+LEXVEC+PDC,[1 1 1 1 1],,,0.636,0.579,0.4611489666,0.6868332807,0.7152343041,0.802870121,0.7857418079,0.7972458224,0.7755566328,0.7095542438,0.7879330409,0.7858494549,0.6911483443,0.8122083723,0.380400027,0.8765995815,0.5688363724,0.3994358068,0.5242384283
W2V+jointcHYB+UKB+LEXVEC+PDC,[1 1 1 1 1],,,0.660,0.603,0.5053347918,0.640263821,0.7237704548,0.7954312965,0.7919322507,0.7944419845,0.7803235272,0.7043567419,0.8222312605,0.7843449511,0.6984665956,0.8603555898,0.3837766502,0.8986314065,0.7043658325,0.4937292684,0.4697580101
FT+jointcHYB+UKB+LEXVEC+PDC,[1 1 1 1 1],,,0.661,0.606,0.5113811314,0.6460985833,0.7314512112,0.7973143089,0.7973427933,0.7976719969,0.7782127585,0.6965143707,0.827930057,0.7817866243,0.6958639173,0.8620603029,0.3547002848,0.8970736007,0.7189328626,0.4917676085,0.480942234
GLOVE+W2V+FT+jointcHYB+UKB+LEXVEC,[1 1 1 1 1 1],,,0.656,0.610,0.5319627947,0.6162511102,0.7109091297,0.7858289936,0.7918882384,0.788301705,0.768095828,0.6780370303,0.8276962235,0.7746997074,0.6918976456,0.859481378,0.3022409549,0.878379931,0.7860451538,0.5378584219,0.4401716567
GLOVE+W2V+FT+jointcHYB+UKB+PDC,[1 1 1 1 1 1],,,0.660,0.604,0.5080827489,0.6441913138,0.7316578889,0.7980895936,0.7951822987,0.7973560711,0.7790302483,0.698471589,0.8232196735,0.7828236932,0.6976407891,0.8513512078,0.3693832661,0.9050851734,0.7107370274,0.4894194286,0.4778325805
GLOVE+W2V+FT+jointcHYB+LEXVEC+PDC,[1 1 1 1 1 1],,,0.662,0.606,0.5075227485,0.6540160108,0.7258237466,0.7978676675,0.8032573916,0.799653958,0.7869495185,0.718980387,0.8332680613,0.782265787,0.7189422482,0.8522472749,0.3853634016,0.8868365911,0.7065023302,0.4905016654,0.483042839
GLOVE+W2V+FT+UKB+LEXVEC+PDC,[1 1 1 1 1 1],,,0.636,0.579,0.4612247952,0.6877734625,0.7152320393,0.8029148576,0.7856768427,0.797249173,0.7764065876,0.710706453,0.7881023192,0.786916681,0.6931547318,0.8122083723,0.3822361538,0.8765995815,0.5685463996,0.3994193189,0.5243950695
GLOVE+W2V+jointcHYB+UKB+LEXVEC+PDC,[1 1 1 1 1 1],,,0.659,0.602,0.5053142564,0.6433453025,0.7237870157,0.7955618213,0.7921316778,0.7945786095,0.7806869166,0.7052198677,0.8222628208,0.7846414958,0.6991266408,0.8595687992,0.3748775689,0.8986314065,0.7043658325,0.49368458,0.4683916466
GLOVE+FT+jointcHYB+UKB+LEXVEC+PDC,[1 1 1 1 1 1],,,0.661,0.605,0.5113688484,0.6465859346,0.7313992244,0.7972926612,0.7973507639,0.7976630485,0.7779612232,0.6961135534,0.8282757864,0.7818134306,0.6954108863,0.8620603029,0.357815466,0.8970736007,0.7191352965,0.4918244418,0.4742063506
W2V+FT+jointcHYB+UKB+LEXVEC+PDC,[1 1 1 1 1 1],,,0.661,0.605,0.5044014378,0.6461402112,0.7315353119,0.7981202245,0.796682566,0.7978154024,0.7789219407,0.6992938457,0.822684582,0.7847705012,0.6981898267,0.8528810785,0.3799254094,0.9006342997,0.7074406385,0.4905051733,0.482603493
GLOVE+W2V+FT+jointcHYB+UKB+LEXVEC+PDC,[1 1 1 1 1 1 1],,,0.661,0.605,0.504418916,0.6482010471,0.7315085657,0.7982112987,0.7967140943,0.7978665679,0.7791614722,0.6997741515,0.8228796824,0.7847202393,0.6990388848,0.853799001,0.372842344,0.9006342997,0.7075008215,0.4904357466,0.4808110219